window,nsup,prd,support...
61,32,23.556360,12,39,9,30,1,50,5,7,38,140,124,0,25,3,19,51,11,60,8,123,6,10,14,26,78,29,2,79,40,24,98,61
62,32,25.794671,51,0,31,4,19,127,104,11,26,16,10,52,9,20,40,82,25,8,14,63,15,105,62,13,5,39,79,7,81,80,41,95
63,32,19.631016,53,7,10,42,20,3,26,4,11,0,9,5,27,2,255,55,54,127,108,43,63,30,203,21,81,22,86,6,109,15,35,23
64,32,16.641586,16,44,5,33,2,1,6,10,28,22,14,13,8,56,11,0,29,21,3,27,32,34,12,57,65,23,68,88,43,46,15,204
65,32,40.202867,29,36,48,47,18,4,9,7,37,87,97,3,92,35,245,5,19,43,189,67,111,6,15,24,12,0,120,11,58,96,60,119
66,32,23.622874,50,62,39,38,15,0,30,9,12,254,52,21,7,51,5,3,63,6,78,24,14,19,11,8,10,1,102,18,79,77,32,16
67,32,14.307686,27,21,10,43,55,7,13,12,14,4,20,8,9,6,56,42,87,15,44,86,3,54,2,111,11,1,112,0,85,28,19,24
68,32,43.243840,13,98,113,11,35,30,17,24,12,23,213,6,61,69,8,92,47,7,1,180,49,73,18,9,21,62,4,36,121,188,58,97
69,32,14.460840,41,4,55,13,27,20,42,54,12,133,21,56,2,7,15,84,14,43,1,6,10,26,5,111,110,85,22,8,17,86,39,127
70,32,23.854413,36,30,11,9,61,13,1,6,23,18,4,48,12,24,31,7,47,37,123,3,19,139,14,0,35,60,71,98,45,122,34,25
71,32,12.302157,10,20,4,21,41,42,9,6,85,86,2,22,11,43,145,15,12,1,31,0,3,127,87,17,84,38,220,7,18,5,44,186
72,32,15.338151,17,51,25,8,26,52,13,0,7,12,36,14,104,9,6,71,34,1,72,105,4,10,106,48,24,66,19,3,70,27,2,18
73,32,10.578587,30,21,22,61,43,31,11,1,44,62,3,6,5,12,0,14,88,15,45,90,23,89,122,16,10,63,60,125,124,8,2,86
